"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"NNEIEUS","198002","14.354","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198003","15.445","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198004","13.956","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198005","15.325","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198006","18.318","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198007","22.862","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198008","22.045","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198009","19.433","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198010","16.384","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198011","13.898","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198012","13.165","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198013","200.249","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198101","12.586","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198102","12.169","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198103","14.854","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198104","15.694","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198105","17.178","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198106","20.678","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198107","22.302","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198108","21.155","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198109","17.633","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198110","16.382","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198111","14.055","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198112","13.005","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198113","197.722","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198201","12.939","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198202","11.976","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198203","13.417","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198204","13.406","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198205","14.032","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198206","16.081","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198207","19.202","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198208","19.668","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198209","15.959","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198210","14.851","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198211","12.322","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198212","11.682","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198213","175.54","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198301","11.288","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198302","9.594","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198303","11.272","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198304","11.001","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198305","11.821","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198306","13.41","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198307","17.008","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198308","19.03","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198309","16.128","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198310","13.577","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198311","11.566","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198312","11.789","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198313","157.542","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198401","11.726","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198402","10.216","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198403","11.244","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198404","12.003","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198405","14.427","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198406","16.214","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198407","19.006","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198408","19.043","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198409","15.809","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198410","14.679","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198411","13.303","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198412","11.818","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198413","169.532","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198501","12.368","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198502","11.095","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198503","11.348","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198504","12.759","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198505","12.86","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198506","15.354","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198507","18.298","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198508","19.283","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198509","14.979","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198510","13.574","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198511","12.557","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198512","11.493","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198513","166.136","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198601","10.027","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198602","8.556","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198603","9.238","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198604","10.791","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198605","12.568","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198606","14.138","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198607","16.349","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198608","15.001","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198609","13.392","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198610","11.763","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198611","10.138","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198612","9.51","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198613","141.531","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198701","10.05","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198702","8.619","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198703","10.386","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198704","11.226","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198705","13.187","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198706","15.404","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198707","17.324","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198708","18.382","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198709","14.557","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198710","12.937","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198711","11.778","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198712","10.653","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198713","154.55","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198801","9.079","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198802","9.193","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198803","11.054","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198804","10.8","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198805","12.992","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198806","15.182","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198807","17.758","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198808","18.636","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198809","12.6","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198810","9.827","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198811","8.141","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198812","7.441","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198813","142.715","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198901","8.881","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198902","10.409","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198903","12.745","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198904","14.172","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198905","15.112","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198906","15.68","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198907","19.27","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198908","18.66","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198909","16.137","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198910","15.312","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198911","11.398","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198912","10.339","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","198913","168.153","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199001","9.173","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199002","8.287","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199003","11.578","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199004","12.518","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199005","15.335","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199006","18.679","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199007","20.486","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199008","21.567","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199009","18.917","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199010","16.148","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199011","11.62","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199012","11.006","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199013","175.36","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199101","11.121","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199102","9.394","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199103","12.378","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199104","13.835","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199105","15.994","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199106","16.687","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199107","21.147","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199108","21.001","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199109","16.858","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199110","16.886","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199111","12.703","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199112","10.911","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199113","178.966","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199201","11.386","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199202","11.467","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199203","13.976","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199204","15.415","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199205","15.896","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199206","17.886","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199207","22.441","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199208","20.342","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199209","18.399","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199210","14.291","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199211","12.729","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199212","11.818","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199213","186.075","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199301","11.499","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199302","11.332","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199303","13.56","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199304","12.158","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199305","11.667","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199306","17.803","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199307","23.357","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199308","24.966","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199309","18.057","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199310","16.389","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199311","14.563","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199312","12.203","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199313","187.582","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199401","12.003","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199402","10.538","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199403","13.133","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199404","14.396","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199405","15.238","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199406","22.48","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199407","25.57","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199408","26.973","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199409","20.88","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199410","18.621","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199411","16.317","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199412","14.671","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199413","210.855","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199501","14.184","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199502","12.017","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199503","17.501","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199504","16.354","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199505","18.391","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199506","21.191","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199507","29.025","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199508","33.412","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199509","22.559","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199510","17.095","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199511","14.121","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199512","12.309","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199513","228.173","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199601","12.63","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199602","10.242","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199603","11.704","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199604","12.71","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199605","19.829","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199606","22.443","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199607","26.799","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199608","27.517","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199609","21.343","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199610","16.962","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199611","12.73","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199612","9.929","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199613","204.861","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199701","10.253","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199702","10.56","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199703","13.98","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199704","14.256","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199705","17.049","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199706","21.934","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199707","31.645","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199708","28.814","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
"NNEIEUS","199709","24.536","2","Natural Gas Electric Power Sector CO2 Emissions","Million Metric Tons of Carbon Dioxide"
